opening_name,side,num_games,ECO,last_played_date,perf_rating,avg_player,perc_player_win,perc_draw,pec_opponent_win,moves_list,move1w,move1b,move2w,move2b,move3w,move3b,move4w,move4b,perc_white_win,perc_black_win,white_odds,white_wins,black_wins
"Queen's Gambit Declined, Lasker Defense",black,1343,D56,7/6/18,2334,2351,15.6,55.3,29.1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'Ne4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,29.1,15.6,1.865384615,390.813,209.508
"Queen's Gambit Declined, Lasker Defense, Main Line",white,327,D57,7/9/18,2354,2319,34.3,48.6,17.1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'Ne4', '8.Bxe7', 'Qxe7', '9.cxd5', 'Nxc3', '10.bxc3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,34.3,17.1,2.005847953,112.161,55.917
"Queen's Gambit Declined, Lasker Defense, Teichmann Variation",white,529,D56,6/14/18,2398,2377,25.1,61.3,13.6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'Ne4', '8.Bxe7', 'Qxe7', '9.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,25.1,13.6,1.845588235,132.779,71.944
"Queen's Gambit Declined, Manhattan Variation",black,148,D51,4/4/18,2176,2246,25.7,27,47.3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3', 'Bb4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,47.3,25.7,1.840466926,70.004,38.036
"Queen's Gambit Declined, Miles Variation, Dzhindzhi Attack",white,534,D53,6/29/18,2436,2400,50.4,29.8,19.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.Nf3', 'O-O', '6.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,50.4,19.9,2.532663317,269.136,106.266
"Queen's Gambit Declined, Modern Variation",white,5326,D50,7/7/18,2206,2165,46.8,30.4,22.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,,46.8,22.8,2.052631579,2492.568,1214.328
"Queen's Gambit Declined, Modern Variation, Normal Line",white,2790,D55,6/30/18,2214,2178,43.6,34.2,22.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,43.6,22.2,1.963963964,1216.44,619.38
"Queen's Gambit Declined, Modern, Knight Defense",black,1650,D51,6/21/18,2170,2201,25.4,32.2,42.4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3', 'c6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,42.4,25.4,1.669291339,699.6,419.1
"Queen's Gambit Declined, Modern, Knight Defense",black,1277,D51,7/2/18,2079,2108,28,27.5,44.5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,44.5,28,1.589285714,568.265,357.56
"Queen's Gambit Declined, Modern, Knight Defense",white,394,D51,7/2/18,2275,2213,49.5,32.2,18.3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,49.5,18.3,2.704918033,195.03,72.102
"Queen's Gambit Declined, Neo-Orthodox Variation",white,232,D54,6/27/18,2496,2424,44,42.2,13.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Rc1']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,44,13.8,3.188405797,102.08,32.016
"Queen's Gambit Declined, Neo-Orthodox Variation",black,125,D55,6/12/18,2119,2134,32,29.6,38.4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,38.4,32,1.2,48,40
"Queen's Gambit Declined, Neo-Orthodox Variation, Main Line",white,749,D55,6/29/18,2240,2208,38.9,41,20.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,38.9,20.2,1.925742574,291.361,151.298
"Queen's Gambit Declined, Normal Defense",black,933,D35,7/2/18,1871,1888,38.4,23.4,38.3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6']",d4,d5,c4,e6,Nc3,Nf6,,,38.3,38.4,0.997395833,357.339,358.272
"Queen's Gambit Declined, Orthodox Defense, Alekhine Variation",white,314,D67,7/1/16,2513,2438,39.8,53.5,6.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.Ne4']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,39.8,6.7,5.940298507,124.972,21.038
"Queen's Gambit Declined, Orthodox Defense, Botvinnik Variation",white,1263,D60,7/6/18,2154,2111,40.5,31.8,27.6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Bd3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,40.5,27.6,1.467391304,511.515,348.588
"Queen's Gambit Declined, Orthodox Defense, Classical Variation",black,271,D68,5/17/18,2268,2299,11.8,52.4,35.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O', 'Nxc3', '12.Rxc3', 'e5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,35.8,11.8,3.033898305,97.018,31.978
"Queen's Gambit Declined, Orthodox Defense, Classical Variation",white,190,D68,5/1/17,2489,2396,49.5,38.4,12.1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O', 'Nxc3', '12.Rxc3', 'e5', '13.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,49.5,12.1,4.090909091,94.05,22.99
"Queen's Gambit Declined, Orthodox Defense, Classical Variation",white,215,D69,12/27/17,2349,2311,23.7,66.5,9.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O', 'Nxc3', '12.Rxc3', 'e5', '13.dxe5', 'Nxe5', '14.Nxe5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,23.7,9.8,2.418367347,50.955,21.07
"Queen's Gambit Declined, Orthodox Defense, Fianchetto Variation",black,225,D66,4/15/18,2081,2125,18.2,31.6,50.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'b5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,50.2,18.2,2.758241758,112.95,40.95
"Queen's Gambit Declined, Orthodox Defense, General",black,1122,D60,6/19/18,2128,2157,21.8,42.2,36.1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,36.1,21.8,1.655963303,405.042,244.596
"Queen's Gambit Declined, Orthodox Defense, Hennegerger Variation",black,879,D63,5/19/18,2325,2345,22.8,41.4,35.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'a6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,35.8,22.8,1.570175439,314.682,200.412
"Queen's Gambit Declined, Orthodox Defense, Main Line",black,1533,D63,7/9/18,2168,2224,17,35.4,47.6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,47.6,17,2.8,729.708,260.61
"Queen's Gambit Declined, Orthodox Defense, Main Line",white,776,D63,6/20/18,2396,2341,43.2,39.6,17.3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,43.2,17.3,2.497109827,335.232,134.248
"Queen's Gambit Declined, Orthodox Defense, Main Line",white,279,D67,6/11/18,2330,2288,38.7,44.8,16.5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'c6', '8.Bd3', 'dxc4', '9.Bxc4', 'Nd5', '10.Bxe7', 'Qxe7', '11.O-O']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,38.7,16.5,2.345454545,107.973,46.035
"Queen's Gambit Declined, Orthodox Defense, Pillsbury Variation",white,156,D63,6/25/18,2320,2262,56.4,22.4,21.1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Rc1', 'b6', '8.cxd5', 'exd5', '9.Bd3']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,56.4,21.1,2.672985782,87.984,32.916
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation",white,1683,D61,6/30/18,2366,2317,49.3,32.2,18.5,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Qc2']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,49.3,18.5,2.664864865,829.719,311.355
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation, Flohr Line",white,331,D62,6/29/18,2473,2442,30.5,55.9,13.6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'Nbd7', '7.Qc2', 'c5', '8.cxd5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,30.5,13.6,2.242647059,100.955,45.016
"Queen's Gambit Declined, Pseudo-Tarrasch Variation",white,220,D50,1/25/17,2334,2346,38.6,33.6,27.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'c5', '5.cxd5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,c5,38.6,27.7,1.393501805,84.92,60.94
"Queen's Gambit Declined, Queen's Knight Variation",white,3049,D31,7/8/18,2288,2232,45.9,28.3,25.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3']",d4,d5,c4,e6,Nc3,,,,45.9,25.9,1.772200772,1399.491,789.691
"Queen's Gambit Declined, Ragozin Defense",black,4039,D38,7/9/18,2320,2355,24.5,40.3,35.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Bb4']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,35.2,24.5,1.436734694,1421.728,989.555
"Queen's Gambit Declined, Ragozin Defense, Alekhine Variation",white,1241,D38,7/5/18,2437,2416,37.2,37,25.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Bb4', '5.Qa4+']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,37.2,25.8,1.441860465,461.652,320.178
"Queen's Gambit Declined, Ragozin Defense, Vienna Variation",black,632,D39,7/5/18,2416,2425,33.9,36.4,29.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'Bb4', '5.Bg5', 'dxc4']",d4,d5,c4,e6,Nc3,Nf6,Nf3,Bb4,29.8,33.9,0.879056047,188.336,214.248
"Queen's Gambit Declined, Semi-Tarrasch Defense",black,1260,D40,6/29/18,2249,2289,19.9,40.4,39.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'c5']",d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,39.7,19.9,1.994974874,500.22,250.74
"Queen's Gambit Declined, Semi-Tarrasch Defense, Exchange Variation",white,1555,D41,7/7/18,2470,2413,34.5,48.9,16.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'c5', '5.cxd5', 'Nxd5', '6.e4']",d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,34.5,16.7,2.065868263,536.475,259.685
"Queen's Gambit Declined, Semi-Tarrasch Defense, Main Line",white,657,D42,5/5/18,2518,2466,37.9,46.9,15.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'c5', '5.cxd5', 'Nxd5', '6.e3', 'Nc6', '7.Bd3']",d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,37.9,15.2,2.493421053,249.003,99.864
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation",white,229,D40,7/7/18,2035,2008,41.5,25.8,32.8,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'c5', '5.Bg5']",d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,41.5,32.8,1.265243902,95.035,75.112
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation",white,568,D41,7/7/18,2491,2440,38.6,42.8,18.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'c5', '5.cxd5', 'Nxd5', '6.e3']",d4,d5,c4,e6,Nc3,Nf6,Nf3,c5,38.6,18.7,2.064171123,219.248,106.216
"Queen's Gambit Declined, Semmering Variation",black,102,D30,3/22/18,2373,2365,26.5,43.1,30.4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'Nf6', '4.e3', 'c6', '5.Nbd2', 'Nbd7', '6.Bd3', 'c5']",d4,d5,c4,e6,Nf3,Nf6,e3,c6,30.4,26.5,1.147169811,31.008,27.03
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch",black,1528,D30,7/6/18,2204,2226,22.8,30,47.2,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'c5']",d4,d5,c4,e6,Nf3,c5,,,47.2,22.8,2.070175439,721.216,348.384
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch, Bishop Attack",white,245,D30,9/30/17,2491,2418,50.6,40.8,8.6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'c5', '4.cxd5', 'exd5', '5.Bg5']",d4,d5,c4,e6,Nf3,c5,cxd5,exd5,50.6,8.6,5.88372093,123.97,21.07
"Queen's Gambit Declined, Tartakower Defense, General",black,5029,D58,7/8/18,2333,2360,19,49,32,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'b6']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,32,19,1.684210526,1609.28,955.51
"Queen's Gambit Declined, Tartakower Defense, Makogonov Exchange Variation",black,1269,D59,7/2/18,2280,2287,25.9,51.1,23,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'b6', '8.cxd5', 'Nxd5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,23,25.9,0.888030888,291.87,328.671
"Queen's Gambit Declined, Tartakower Variation, Exchange Variation",black,450,D57,7/8/18,2109,2165,27.1,32.4,40.4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Be7', '5.e3', 'O-O', '6.Nf3', 'h6', '7.Bh4', 'b6', '8.cxd5', 'exd5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,40.4,27.1,1.490774908,181.8,121.95
"Queen's Gambit Declined, Three Knights Variation, General",white,7247,D37,7/9/18,2286,2250,41.8,36.3,21.9,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3']",d4,d5,c4,e6,Nc3,Nf6,Nf3,,41.8,21.9,1.908675799,3029.246,1587.093
"Queen's Gambit Declined, Traditional Variation",white,2334,D30,7/2/18,2247,2213,42.7,32,25.3,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'Nf6', '4.Bg5']",d4,d5,c4,e6,Nf3,Nf6,Bg5,,42.7,25.3,1.687747036,996.618,590.502
"Queen's Gambit Declined, Vienna Variation",black,2275,D44,7/9/18,2392,2426,22.1,44.2,33.7,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'dxc4']",d4,d5,c4,e6,Nc3,Nf6,Nf3,dxc4,33.7,22.1,1.524886878,766.675,502.775
"Queen's Gambit Declined, Vienna Variation",black,416,D30,7/6/18,2327,2347,29.3,35.6,35.1,"['1.d4', 'd5', '2.c4', 'e6', '3.Nf3', 'Nf6', '4.Bg5', 'Bb4+']",d4,d5,c4,e6,Nf3,Nf6,Bg5,Bb4+,35.1,29.3,1.197952218,146.016,121.888
"Queen's Gambit Declined, Vienna Variation, Quiet Variation",white,1816,D44,7/8/18,2370,2360,24.3,47,28.6,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Nf3', 'dxc4', '5.e3']",d4,d5,c4,e6,Nc3,Nf6,Nf3,dxc4,24.3,28.6,0.84965035,441.288,519.376
"Queen's Gambit Declined, Westphalian Variation",black,590,D51,5/17/18,2339,2358,37.5,31.2,31.4,"['1.d4', 'd5', '2.c4', 'e6', '3.Nc3', 'Nf6', '4.Bg5', 'Nbd7', '5.e3', 'Bb4', '6.Nf3', 'c5']",d4,d5,c4,e6,Nc3,Nf6,Bg5,Nbd7,31.4,37.5,0.837333333,185.26,221.25
"Queen's Gambit Refused, Albin Countergambit",black,688,D08,6/25/18,2038,2063,35.6,22.1,42.3,"['1.d4', 'd5', '2.c4', 'e5']",d4,d5,c4,e5,,,,,42.3,35.6,1.188202247,291.024,244.928
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation",white,616,D09,6/9/18,2228,2197,41.4,28.1,30.5,"['1.d4', 'd5', '2.c4', 'e5', '3.dxe5', 'd4', '4.Nf3', 'Nc6', '5.g3']",d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,41.4,30.5,1.357377049,255.024,187.88
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation, Be6 Line",black,334,D09,7/6/18,2128,2177,28.4,18.3,53.3,"['1.d4', 'd5', '2.c4', 'e5', '3.dxe5', 'd4', '4.Nf3', 'Nc6', '5.g3', 'Be6']",d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,53.3,28.4,1.876760563,178.022,94.856
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation, Bg4 Line",black,323,D09,6/22/18,2115,2137,32.5,13.3,54.2,"['1.d4', 'd5', '2.c4', 'e5', '3.dxe5', 'd4', '4.Nf3', 'Nc6', '5.g3', 'Bg4']",d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,54.2,32.5,1.667692308,175.066,104.975
"Queen's Gambit Refused, Albin Countergambit, Modern Line",white,321,D08,6/2/18,2342,2279,52.3,20.3,27.4,"['1.d4', 'd5', '2.c4', 'e5', '3.dxe5', 'd4', '4.Nf3', 'Nc6', '5.Nbd2']",d4,d5,c4,e5,dxe5,d4,Nf3,Nc6,52.3,27.4,1.908759124,167.883,87.954
"Queen's Gambit Refused, Albin Countergambit, Normal Line",white,1047,D08,7/7/18,2140,2126,44.7,21.9,33.4,"['1.d4', 'd5', '2.c4', 'e5', '3.dxe5', 'd4', '4.Nf3']",d4,d5,c4,e5,dxe5,d4,Nf3,,44.7,33.4,1.338323353,468.009,349.698
"Queen's Gambit Refused, Austrian Defense",black,218,D06,6/23/18,2135,2204,20.2,31.6,48.2,"['1.d4', 'd5', '2.c4', 'c5']",d4,d5,c4,c5,,,,,48.2,20.2,2.386138614,105.076,44.036
"Queen's Gambit Refused, Baltic Defense",black,1149,D02,6/29/18,2135,2169,26.2,27.1,46.7,"['1.d4', 'd5', '2.c4', 'Bf5']",d4,d5,c4,Bf5,,,,,46.7,26.2,1.782442748,536.583,301.038
"Queen's Gambit Refused, Baltic Defense, Argentinian Gambit",black,163,D31,7/1/18,2139,2247,9.2,38,52.8,"['1.d4', 'd5', '2.c4', 'Bf5', '3.cxd5', 'Bxb1', '4.Qa4+', 'c6', '5.dxc6', 'Nxc6']",d4,d5,c4,Bf5,cxd5,Bxb1,Qa,c6,52.8,9.2,5.739130435,86.064,14.996
"Queen's Gambit Refused, Baltic Defense, Pseudo-Chigorin",black,363,D02,6/24/18,2226,2250,32.2,29.5,38.3,"['1.d4', 'd5', '2.c4', 'Bf5', '3.Nc3', 'e6', '4.Nf3', 'Nc6']",d4,d5,c4,Bf5,Nc3,e6,Nf3,Nc6,38.3,32.2,1.189440994,139.029,116.886
"Queen's Gambit Refused, Baltic Defense, Pseudo-Slav",black,1121,D02,6/29/18,2152,2191,23.2,31.9,44.9,"['1.d4', 'd5', '2.c4', 'Bf5', '3.Nc3', 'e6', '4.Nf3', 'c6']",d4,d5,c4,Bf5,Nc3,e6,Nf3,c6,44.9,23.2,1.935344828,503.329,260.072
"Queen's Gambit Refused, Baltic Defense, Queen Attack",white,106,D02,8/15/17,2301,2237,50.9,25.5,23.6,"['1.d4', 'd5', '2.c4', 'Bf5', '3.Qb3']",d4,d5,c4,Bf5,Qb3,,,,50.9,23.6,2.156779661,53.954,25.016
"Queen's Gambit Refused, Chigorin Defense",black,1554,D07,6/30/18,2132,2177,29,24.8,46.2,"['1.d4', 'd5', '2.c4', 'Nc6']",d4,d5,c4,Nc6,,,,,46.2,29,1.593103448,717.948,450.66
"Queen's Gambit Refused, Chigorin Defense, Exchange Variation",black,885,D07,6/28/18,2193,2242,28,27.9,44.1,"['1.d4', 'd5', '2.c4', 'Nc6', '3.cxd5', 'Qxd5']",d4,d5,c4,Nc6,cxd5,Qxd5,,,44.1,28,1.575,390.285,247.8
"Queen's Gambit Refused, Chigorin Defense, Exchange Variation, Costa's Line",white,311,D07,3/17/18,2374,2328,37.9,42.1,19.9,"['1.d4', 'd5', '2.c4', 'Nc6', '3.cxd5', 'Qxd5', '4.e3', 'e5', '5.Nc3', 'Bb4', '6.Bd2', 'Bxc3', '7.Bxc3', 'exd4', '8.Ne2']",d4,d5,c4,Nc6,cxd5,Qxd5,e3,e5,37.9,19.9,1.904522613,117.869,61.889
"Queen's Gambit Refused, Chigorin Defense, Janowski Variation",white,204,D07,6/24/18,2354,2219,70.1,14.2,15.7,"['1.d4', 'd5', '2.c4', 'Nc6', '3.Nc3', 'dxc4', '4.Nf3']",d4,d5,c4,Nc6,Nc3,dxc4,Nf3,,70.1,15.7,4.464968153,143.004,32.028
"Queen's Gambit Refused, Chigorin Defense, Lazard Gambit",black,303,D06,6/18/18,2184,2212,28.7,23.8,47.5,"['1.d4', 'd5', '2.c4', 'Nc6', '3.Nf3', 'e5']",d4,d5,c4,Nc6,Nf3,e5,,,47.5,28.7,1.655052265,143.925,86.961
"Queen's Gambit Refused, Chigorin Defense, Main Line",black,2679,D07,6/30/18,2202,2242,28.8,28,43.3,"['1.d4', 'd5', '2.c4', 'Nc6', '3.Nf3', 'Bg4']",d4,d5,c4,Nc6,Nf3,Bg4,,,43.3,28.8,1.503472222,1160.007,771.552
"Queen's Gambit Refused, Chigorin Defense, Modern Gambit",black,716,D06,6/9/18,2231,2280,24,28.8,47.2,"['1.d4', 'd5', '2.c4', 'Nc6', '3.Nc3', 'Nf6', '4.Nf3', 'dxc4']",d4,d5,c4,Nc6,Nc3,Nf6,Nf3,dxc4,47.2,24,1.966666667,337.952,171.84
"Queen's Gambit Refused, Chigorin Defense, Tartakower Gambit",black,179,D06,5/15/18,2184,2243,26.3,20.7,53.1,"['1.d4', 'd5', '2.c4', 'Nc6', '3.Nc3', 'e5']",d4,d5,c4,Nc6,Nc3,e5,,,53.1,26.3,2.019011407,95.049,47.077
"Queen's Gambit Refused, Marshall Defense",black,2075,D06,7/1/18,1754,1788,15.3,14.7,70,"['1.d4', 'd5', '2.c4', 'Nf6']",d4,d5,c4,Nf6,,,,,70,15.3,4.575163399,1452.5,317.475
"Queen's Indian Defense, Anti-Queen's Indian System",white,826,E17,6/26/18,2400,2354,42.1,37.2,20.7,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'b6', '4.g3', 'Bb7', '5.Bg2', 'Be7', '6.Nc3']",d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,42.1,20.7,2.033816425,347.746,170.982
"Queen's Indian Defense, Capablanca Variation",black,1883,E16,7/4/18,2254,2279,22,37.9,40.1,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'b6', '4.g3', 'Bb7', '5.Bg2', 'Bb4+']",d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,40.1,22,1.822727273,755.083,414.26
"Queen's Indian Defense, Classical Variation",white,1043,E17,7/1/18,2320,2287,43.3,33.9,22.7,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'b6', '4.g3', 'Bb7', '5.Bg2', 'Be7', '6.O-O']",d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,43.3,22.7,1.907488987,451.619,236.761
"Queen's Indian Defense, Classical Variation, Polugayevsky Gambit",white,790,E17,6/27/18,2408,2353,47,32.7,20.4,"['1.d4', 'Nf6', '2.c4', 'e6', '3.Nf3', 'b6', '4.g3', 'Bb7', '5.Bg2', 'Be7', '6.O-O', 'O-O', '7.d5', 'exd5', '8.Nh4']",d4,Nf6,c4,e6,Nf3,b6,g3,Bb7,47,20.4,2.303921569,371.3,161.16
